Species,Subject,Date,Time,Phase,Block,Trial,ConfigID,Correct1,Correct2,Correct3,Response1,Response2,Response3,RT1,RT2,RT3,ACC1,ACC2,ACC3,Score,Score2,Condition
Human,EZ_06,2017-09-26,13:25:22,Exp,1,1,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,1093,886,1530,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:25:28,Exp,1,2,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,1107,778,963,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:25:35,Exp,1,3,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,1260,951,1253,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:25:42,Exp,1,4,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,1069,954,1364,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:25:47,Exp,1,5,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,901,864,813,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:25:53,Exp,1,6,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,1089,746,1189,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:25:59,Exp,1,7,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,1021,727,759,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:26:04,Exp,1,8,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,1023,830,729,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:26:10,Exp,1,9,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,847,727,1207,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:26:16,Exp,1,10,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,1067,882,1188,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:26:22,Exp,1,11,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,918,694,743,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:26:28,Exp,1,12,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,914,759,1122,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:26:34,Exp,1,13,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,916,781,1344,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:26:41,Exp,1,14,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1459,794,1064,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:26:47,Exp,1,15,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,1305,936,1320,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:26:53,Exp,1,16,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,898,733,780,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:26:58,Exp,1,17,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,863,728,1105,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:27:04,Exp,1,18,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,932,712,809,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:27:12,Exp,1,19,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,1154,1959,1185,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:27:17,Exp,1,20,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,795,709,1205,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:27:23,Exp,1,21,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,779,814,859,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:27:30,Exp,1,22,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,1975,847,879,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:27:35,Exp,1,23,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,1070,749,694,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:27:41,Exp,1,24,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,827,932,791,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:27:47,Exp,1,25,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,1030,761,812,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:27:52,Exp,1,26,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,899,762,1169,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:27:58,Exp,1,27,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,884,764,1240,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:28:04,Exp,1,28,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,846,812,826,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:28:09,Exp,1,29,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,969,765,794,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:28:15,Exp,1,30,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,1101,711,1206,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:28:21,Exp,1,31,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,747,953,782,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:28:27,Exp,1,32,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,779,781,1206,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:28:32,Exp,1,33,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,1394,796,759,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:28:39,Exp,1,34,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,832,844,1263,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:28:44,Exp,1,35,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,1050,796,812,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:28:50,Exp,1,36,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,779,815,865,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:28:56,Exp,1,37,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1086,777,946,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:29:03,Exp,1,38,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,1224,800,1274,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:29:08,Exp,1,39,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,885,782,829,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:29:14,Exp,1,40,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,1017,814,838,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:29:20,Exp,1,41,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,976,793,794,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:29:27,Exp,1,42,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,900,745,1733,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:29:33,Exp,1,43,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,1018,930,1224,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:29:41,Exp,1,44,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,952,797,1269,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:29:46,Exp,1,45,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,849,800,911,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:29:52,Exp,1,46,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,968,763,1309,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:29:59,Exp,1,47,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,1036,865,1392,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:30:05,Exp,1,48,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,883,829,1837,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:30:13,Exp,2,1,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1088,849,763,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:30:18,Exp,2,2,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,999,782,912,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:30:24,Exp,2,3,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,917,891,1190,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:30:30,Exp,2,4,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,849,812,756,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:30:36,Exp,2,5,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,1064,828,1173,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:30:42,Exp,2,6,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,864,729,1254,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:30:48,Exp,2,7,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,883,781,812,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:30:54,Exp,2,8,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,950,777,1122,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:30:59,Exp,2,9,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,815,762,610,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:31:05,Exp,2,10,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,1100,726,742,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:31:11,Exp,2,11,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,815,678,1442,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:31:19,Exp,2,12,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,1134,780,1119,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:31:25,Exp,2,13,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,1151,798,1255,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:31:31,Exp,2,14,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,848,763,1172,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:31:37,Exp,2,15,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,829,777,1261,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:31:44,Exp,2,16,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,864,1423,862,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:31:50,Exp,2,17,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,1021,953,1277,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:31:56,Exp,2,18,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,1066,1103,794,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:32:03,Exp,2,19,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,1020,1293,1389,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:32:09,Exp,2,20,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,982,774,930,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:32:15,Exp,2,21,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,1012,882,1204,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:32:22,Exp,2,22,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,1002,830,1345,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:32:28,Exp,2,23,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,896,883,1373,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:32:37,Exp,2,24,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,1140,964,1225,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:32:43,Exp,2,25,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,967,1205,958,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:32:49,Exp,2,26,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,949,747,998,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:32:56,Exp,2,27,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,1531,1172,1291,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:33:02,Exp,2,28,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,931,877,864,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:33:08,Exp,2,29,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1082,868,827,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:33:14,Exp,2,30,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,1022,746,1342,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:33:21,Exp,2,31,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,935,778,1475,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:33:26,Exp,2,32,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,1015,727,862,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:33:40,Exp,2,33,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,2927,2077,2806,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:33:47,Exp,2,34,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,1373,658,866,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:33:52,Exp,2,35,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,693,797,623,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:33:58,Exp,2,36,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,710,966,518,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:34:01,Exp,2,37,22,BottomRight,BottomLeft,TopLeft,TopRight,NA,NA,542,NA,NA,0,NA,NA,0,0,BASE
Human,EZ_06,2017-09-26,13:34:12,Exp,2,38,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,1393,3001,1033,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:34:19,Exp,2,39,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,1019,1874,1033,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:34:25,Exp,2,40,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,765,848,1002,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:34:32,Exp,2,41,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,899,829,1967,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:34:38,Exp,2,42,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,746,867,742,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:34:44,Exp,2,43,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,745,457,1427,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:34:51,Exp,2,44,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,965,467,1836,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:34:57,Exp,2,45,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,827,438,1000,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:35:03,Exp,2,46,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,746,473,1444,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:35:08,Exp,2,47,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,828,404,781,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:35:14,Exp,2,48,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,691,403,1307,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:35:19,Exp,3,1,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,664,402,842,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:35:26,Exp,3,2,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,795,2331,640,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:35:32,Exp,3,3,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,612,1137,846,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:35:38,Exp,3,4,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,1070,895,679,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:35:45,Exp,3,5,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,710,2241,679,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:35:50,Exp,3,6,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,728,406,640,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:35:56,Exp,3,7,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,866,556,644,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:36:02,Exp,3,8,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,559,1036,1186,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:36:08,Exp,3,9,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,1744,398,572,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:36:14,Exp,3,10,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,943,1921,576,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:36:20,Exp,3,11,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,643,778,625,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:36:25,Exp,3,12,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,680,406,1074,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:36:30,Exp,3,13,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,521,404,1226,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:36:36,Exp,3,14,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,677,419,690,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:36:42,Exp,3,15,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,969,1324,814,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:36:48,Exp,3,16,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,1342,405,712,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:36:53,Exp,3,17,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,593,404,723,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:36:58,Exp,3,18,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,405,491,948,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:37:03,Exp,3,19,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,641,404,629,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:37:10,Exp,3,20,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,1343,401,643,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:37:15,Exp,3,21,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,625,1167,537,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:37:20,Exp,3,22,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,713,405,758,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:37:25,Exp,3,23,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,440,743,628,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:37:30,Exp,3,24,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,797,403,607,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:37:35,Exp,3,25,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,470,711,678,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:37:40,Exp,3,26,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,558,830,575,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:37:46,Exp,3,27,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,540,423,1191,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:37:51,Exp,3,28,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,508,1003,780,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:37:57,Exp,3,29,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,1328,399,576,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:38:02,Exp,3,30,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,680,575,554,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:38:07,Exp,3,31,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,539,403,593,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:38:13,Exp,3,32,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,502,401,1151,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:38:18,Exp,3,33,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,474,657,693,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:38:22,Exp,3,34,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,458,437,626,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:38:27,Exp,3,35,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,439,404,829,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:38:32,Exp,3,36,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,571,401,726,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:38:40,Exp,3,37,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,626,1651,832,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:38:45,Exp,3,38,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,812,455,657,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:38:50,Exp,3,39,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,575,1140,522,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:38:55,Exp,3,40,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,657,399,603,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:39:00,Exp,3,41,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,491,403,696,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:39:05,Exp,3,42,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,509,400,892,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:39:10,Exp,3,43,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,402,400,626,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:39:15,Exp,3,44,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,505,401,625,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:39:21,Exp,3,45,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,611,1031,624,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:39:25,Exp,3,46,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,527,403,625,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:39:31,Exp,3,47,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,609,1421,627,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:39:36,Exp,3,48,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,627,418,623,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:39:42,Exp,4,1,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,402,404,1447,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:39:46,Exp,4,2,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,437,406,895,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:39:51,Exp,4,3,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,420,403,624,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:39:56,Exp,4,4,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,490,779,673,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:40:02,Exp,4,5,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,542,625,915,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:40:07,Exp,4,6,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,968,570,573,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:40:12,Exp,4,7,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,400,503,658,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:40:17,Exp,4,8,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,728,402,572,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:40:22,Exp,4,9,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,505,761,628,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:40:27,Exp,4,10,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,696,405,814,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:40:32,Exp,4,11,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,422,403,742,1,1,1,1,0,BASE
