Species,Subject,Date,Time,Phase,Block,Trial,ConfigID,Correct1,Correct2,Correct3,Response1,Response2,Response3,RT1,RT2,RT3,ACC1,ACC2,ACC3,Score,Score2,Condition
Capuchin,Lily,2017-10-06,11:36:29,Exp,4,44,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,1916,1599,482,1,1,1,1,0,BASE
Capuchin,Lily,2017-10-06,11:36:34,Exp,4,45,9,TopRight,BottomLeft,BottomRight,BottomRight,NA,NA,1681,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Lily,2017-10-06,11:36:38,Exp,4,46,10,TopRight,BottomRight,TopLeft,TopLeft,NA,NA,565,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Lily,2017-10-06,11:36:46,Exp,4,47,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,917,881,415,1,1,1,1,0,BASE
Capuchin,Lily,2017-10-06,11:36:51,Exp,4,48,0,TopLeft,TopRight,BottomLeft,BottomLeft,NA,NA,933,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:32:58,Exp,1,1,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,748,1015,616,1,1,1,1,0,PROBE
Capuchin,Logan,2017-09-29,10:33:05,Exp,1,2,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,1066,400,565,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:33:16,Exp,1,3,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,550,632,399,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:33:20,Exp,1,4,1,TopLeft,TopRight,BottomRight,TopLeft,BottomRight,NA,500,699,NA,1,2,NA,1,1,PROBE
Capuchin,Logan,2017-09-29,10:33:25,Exp,1,5,10,TopRight,BottomRight,TopLeft,TopRight,TopLeft,NA,517,566,NA,1,2,NA,1,1,PROBE
Capuchin,Logan,2017-09-29,10:33:30,Exp,1,6,2,TopLeft,BottomLeft,TopRight,TopLeft,TopRight,NA,1234,765,NA,1,2,NA,1,1,PROBE
Capuchin,Logan,2017-09-29,10:33:37,Exp,1,7,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,433,582,1549,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:33:42,Exp,1,8,21,BottomRight,TopRight,BottomLeft,BottomRight,BottomLeft,NA,833,1416,NA,1,2,NA,1,1,PROBE
Capuchin,Logan,2017-09-29,10:33:47,Exp,1,9,17,BottomLeft,BottomRight,TopRight,TopLeft,NA,NA,1184,NA,NA,0,NA,NA,0,0,BASE
Capuchin,Logan,2017-09-29,10:33:55,Exp,1,10,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,1150,398,566,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:34:01,Exp,1,11,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,617,815,799,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:34:07,Exp,1,12,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,633,632,832,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:34:12,Exp,1,13,4,TopLeft,BottomRight,TopRight,TopLeft,TopRight,NA,401,765,NA,1,2,NA,1,1,PROBE
Capuchin,Logan,2017-09-29,10:34:19,Exp,1,14,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,2567,399,616,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:34:27,Exp,1,15,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,949,400,1932,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:34:33,Exp,1,16,19,BottomRight,TopLeft,BottomLeft,BottomRight,BottomLeft,NA,1433,783,NA,1,2,NA,1,1,PROBE
Capuchin,Logan,2017-09-29,10:34:39,Exp,1,17,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,649,716,549,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:34:43,Exp,1,18,14,BottomLeft,TopRight,TopLeft,TopLeft,NA,NA,1050,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:34:48,Exp,1,19,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,766,399,583,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:34:53,Exp,1,20,9,TopRight,BottomLeft,BottomRight,BottomRight,NA,NA,667,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:35:00,Exp,1,21,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,1234,398,1316,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:35:05,Exp,1,22,0,TopLeft,TopRight,BottomLeft,TopLeft,BottomLeft,NA,831,1349,NA,1,2,NA,1,1,PROBE
Capuchin,Logan,2017-09-29,10:35:09,Exp,1,23,23,BottomRight,BottomLeft,TopRight,TopRight,NA,NA,634,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:35:13,Exp,1,24,16,BottomLeft,BottomRight,TopLeft,TopLeft,NA,NA,532,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:35:19,Exp,1,25,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,631,632,533,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:35:22,Exp,1,26,12,BottomLeft,TopLeft,TopRight,TopRight,NA,NA,448,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:35:25,Exp,1,27,18,BottomRight,TopLeft,TopRight,TopRight,NA,NA,564,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:35:29,Exp,1,28,4,TopLeft,BottomRight,TopRight,TopRight,NA,NA,666,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:35:35,Exp,1,29,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,833,515,833,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:35:39,Exp,1,30,10,TopRight,BottomRight,TopLeft,TopLeft,NA,NA,699,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:35:44,Exp,1,31,6,TopRight,TopLeft,BottomLeft,BottomLeft,NA,NA,1400,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:35:48,Exp,1,32,13,BottomLeft,TopLeft,BottomRight,BottomRight,NA,NA,1050,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:35:54,Exp,1,33,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,916,399,799,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:36:01,Exp,1,34,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1616,550,532,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:36:06,Exp,1,35,11,TopRight,BottomRight,BottomLeft,BottomLeft,NA,NA,1915,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:36:13,Exp,1,36,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,951,532,1249,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:36:17,Exp,1,37,7,TopRight,TopLeft,BottomRight,BottomRight,NA,NA,765,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:36:23,Exp,1,38,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,967,565,566,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:36:30,Exp,1,39,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,383,534,1665,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:36:37,Exp,1,40,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,883,1399,566,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:36:41,Exp,1,41,9,TopRight,BottomLeft,BottomRight,BottomRight,NA,NA,616,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:36:48,Exp,1,42,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,1083,515,1183,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:36:51,Exp,1,43,8,TopRight,BottomLeft,TopLeft,TopLeft,NA,NA,551,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:36:57,Exp,1,44,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,617,698,567,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:37:03,Exp,1,45,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,664,399,915,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:37:09,Exp,1,46,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,750,500,617,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:37:13,Exp,1,47,23,BottomRight,BottomLeft,TopRight,TopRight,NA,NA,734,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:37:16,Exp,1,48,1,TopLeft,TopRight,BottomRight,BottomRight,NA,NA,667,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:37:23,Exp,2,1,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,600,399,1065,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:37:30,Exp,2,2,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,533,399,2649,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:37:37,Exp,2,3,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,734,715,516,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:37:40,Exp,2,4,1,TopLeft,TopRight,BottomRight,BottomRight,NA,NA,667,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:37:44,Exp,2,5,3,TopLeft,BottomLeft,BottomRight,BottomRight,NA,NA,732,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:37:48,Exp,2,6,9,TopRight,BottomLeft,BottomRight,BottomRight,NA,NA,650,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:37:52,Exp,2,7,12,BottomLeft,TopLeft,TopRight,TopRight,NA,NA,650,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:37:55,Exp,2,8,10,TopRight,BottomRight,TopLeft,TopLeft,NA,NA,567,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:37:59,Exp,2,9,17,BottomLeft,BottomRight,TopRight,TopRight,NA,NA,716,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:38:06,Exp,2,10,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,384,598,1800,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:38:11,Exp,2,11,14,BottomLeft,TopRight,TopLeft,TopLeft,NA,NA,567,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:38:15,Exp,2,12,18,BottomRight,TopLeft,TopRight,TopRight,NA,NA,483,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:38:19,Exp,2,13,7,TopRight,TopLeft,BottomRight,BottomRight,NA,NA,748,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:38:23,Exp,2,14,21,BottomRight,TopRight,BottomLeft,BottomLeft,NA,NA,1448,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:38:29,Exp,2,15,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,767,499,848,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:38:36,Exp,2,16,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,1067,499,848,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:38:42,Exp,2,17,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,884,1232,566,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:38:48,Exp,2,18,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,683,499,566,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:38:54,Exp,2,19,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,750,766,550,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:39:01,Exp,2,20,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,699,1249,565,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:39:04,Exp,2,21,19,BottomRight,TopLeft,BottomLeft,TopLeft,NA,NA,400,NA,NA,0,NA,NA,0,0,BASE
Capuchin,Logan,2017-09-29,10:39:16,Exp,2,22,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,933,1166,450,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:39:22,Exp,2,23,16,BottomLeft,BottomRight,TopLeft,TopLeft,NA,NA,566,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:39:27,Exp,2,24,15,BottomLeft,TopRight,BottomRight,BottomRight,NA,NA,1700,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:39:35,Exp,2,25,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,667,1999,565,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:39:41,Exp,2,26,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,616,583,1117,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:39:49,Exp,2,27,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,1099,916,599,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:39:53,Exp,2,28,4,TopLeft,BottomRight,TopRight,TopRight,NA,NA,567,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:40:00,Exp,2,29,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,384,1516,565,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:40:05,Exp,2,30,3,TopLeft,BottomLeft,BottomRight,BottomRight,NA,NA,1317,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:40:08,Exp,2,31,17,BottomLeft,BottomRight,TopRight,TopRight,NA,NA,567,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:40:12,Exp,2,32,13,BottomLeft,TopLeft,BottomRight,BottomRight,NA,NA,717,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:40:19,Exp,2,33,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,700,399,1383,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:40:27,Exp,2,34,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,1182,516,2199,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:40:30,Exp,2,35,12,BottomLeft,TopLeft,TopRight,TopRight,NA,NA,566,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:40:35,Exp,2,36,19,BottomRight,TopLeft,BottomLeft,BottomLeft,NA,NA,1500,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:40:39,Exp,2,37,1,TopLeft,TopRight,BottomRight,BottomRight,NA,NA,950,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:40:43,Exp,2,38,22,BottomRight,BottomLeft,TopLeft,TopLeft,NA,NA,731,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:40:48,Exp,2,39,5,TopLeft,BottomRight,BottomLeft,BottomLeft,NA,NA,1933,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:40:51,Exp,2,40,18,BottomRight,TopLeft,TopRight,TopLeft,NA,NA,450,NA,NA,0,NA,NA,0,0,BASE
Capuchin,Logan,2017-09-29,10:40:56,Exp,2,41,15,BottomLeft,TopRight,BottomRight,BottomRight,NA,NA,616,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:41:01,Exp,2,42,20,BottomRight,TopRight,TopLeft,TopLeft,NA,NA,667,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:41:08,Exp,2,43,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1884,399,499,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:41:15,Exp,2,44,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,717,1466,465,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:41:22,Exp,2,45,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,1316,416,549,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:41:27,Exp,2,46,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,580,449,699,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:41:31,Exp,2,47,10,TopRight,BottomRight,TopLeft,TopLeft,NA,NA,567,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:41:34,Exp,2,48,6,TopRight,TopLeft,BottomLeft,TopLeft,NA,NA,666,NA,NA,0,NA,NA,0,0,BASE
Capuchin,Logan,2017-09-29,10:41:47,Exp,3,1,0,TopLeft,TopRight,BottomLeft,BottomLeft,NA,NA,900,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:41:51,Exp,3,2,8,TopRight,BottomLeft,TopLeft,TopLeft,NA,NA,417,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:41:56,Exp,3,3,6,TopRight,TopLeft,BottomLeft,BottomLeft,NA,NA,1517,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:42:02,Exp,3,4,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,1100,532,533,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:42:11,Exp,3,5,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,2017,532,1683,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:42:17,Exp,3,6,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,1150,582,565,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:42:23,Exp,3,7,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,583,400,565,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:42:26,Exp,3,8,7,TopRight,TopLeft,BottomRight,BottomRight,NA,NA,631,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:42:32,Exp,3,9,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,666,499,732,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:42:36,Exp,3,10,21,BottomRight,TopRight,BottomLeft,BottomLeft,NA,NA,1000,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:42:40,Exp,3,11,2,TopLeft,BottomLeft,TopRight,TopRight,NA,NA,666,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:42:45,Exp,3,12,22,BottomRight,BottomLeft,TopLeft,TopLeft,NA,NA,416,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:42:49,Exp,3,13,4,TopLeft,BottomRight,TopRight,TopRight,NA,NA,566,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:42:54,Exp,3,14,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,699,533,615,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:43:01,Exp,3,15,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,767,516,715,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:43:04,Exp,3,16,12,BottomLeft,TopLeft,TopRight,TopRight,NA,NA,665,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:43:11,Exp,3,17,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,733,1932,566,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:43:18,Exp,3,18,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,934,582,616,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:43:22,Exp,3,19,11,TopRight,BottomRight,BottomLeft,BottomLeft,NA,NA,833,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:43:31,Exp,3,20,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,1017,3448,466,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:43:35,Exp,3,21,14,BottomLeft,TopRight,TopLeft,TopLeft,NA,NA,466,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:43:39,Exp,3,22,17,BottomLeft,BottomRight,TopRight,TopRight,NA,NA,616,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:43:45,Exp,3,23,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,399,400,716,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:43:51,Exp,3,24,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,433,516,616,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:43:55,Exp,3,25,19,BottomRight,TopLeft,BottomLeft,BottomLeft,NA,NA,950,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:44:02,Exp,3,26,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,617,517,1415,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:44:06,Exp,3,27,20,BottomRight,TopRight,TopLeft,TopLeft,NA,NA,566,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:44:09,Exp,3,28,16,BottomLeft,BottomRight,TopLeft,TopLeft,NA,NA,567,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:44:15,Exp,3,29,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,983,399,533,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:44:19,Exp,3,30,10,TopRight,BottomRight,TopLeft,TopLeft,NA,NA,549,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:44:25,Exp,3,31,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,1267,632,566,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:44:31,Exp,3,32,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,649,399,933,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:44:36,Exp,3,33,4,TopLeft,BottomRight,TopRight,TopRight,NA,NA,567,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:44:42,Exp,3,34,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,666,400,548,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:44:45,Exp,3,35,8,TopRight,BottomLeft,TopLeft,TopLeft,NA,NA,532,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:44:49,Exp,3,36,1,TopLeft,TopRight,BottomRight,BottomRight,NA,NA,634,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:44:53,Exp,3,37,21,BottomRight,TopRight,BottomLeft,BottomLeft,NA,NA,933,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:44:57,Exp,3,38,3,TopLeft,BottomLeft,BottomRight,BottomRight,NA,NA,650,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:45:00,Exp,3,39,9,TopRight,BottomLeft,BottomRight,BottomLeft,NA,NA,450,NA,NA,0,NA,NA,0,0,BASE
Capuchin,Logan,2017-09-29,10:45:10,Exp,3,40,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,900,549,532,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:45:16,Exp,3,41,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,1365,399,566,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:45:21,Exp,3,42,0,TopLeft,TopRight,BottomLeft,BottomLeft,NA,NA,1283,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:45:28,Exp,3,43,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,917,400,565,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:45:31,Exp,3,44,7,TopRight,TopLeft,BottomRight,BottomRight,NA,NA,750,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:45:37,Exp,3,45,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,683,900,565,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:45:41,Exp,3,46,5,TopLeft,BottomRight,BottomLeft,BottomLeft,NA,NA,932,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:45:47,Exp,3,47,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,799,399,649,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:45:54,Exp,3,48,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,800,399,949,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:46:00,Exp,4,1,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,550,515,550,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:46:04,Exp,4,2,23,BottomRight,BottomLeft,TopRight,TopRight,NA,NA,699,NA,NA,2,NA,NA,1,2,PROBE
Capuchin,Logan,2017-09-29,10:46:10,Exp,4,3,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,566,499,782,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:46:16,Exp,4,4,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,416,399,1049,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:46:20,Exp,4,5,7,TopRight,TopLeft,BottomRight,TopLeft,NA,NA,399,NA,NA,0,NA,NA,0,0,BASE
Capuchin,Logan,2017-09-29,10:46:28,Exp,4,6,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,533,399,616,1,1,1,1,0,BASE
Capuchin,Logan,2017-09-29,10:46:31,Exp,4,7,22,BottomRight,BottomLeft,TopLeft,BottomLeft,NA,NA,567,NA,NA,0,NA,NA,0,0,BASE
